Номер задачи;Найденное значение;Известное значение;Ошибка;Вычислений;Время(мс);Количество запусков;Успех
350;-4.6102724482;-4.6197525000;0.0094800518;280;0.1290000000;1;Да
351;-4.7433503961;-4.7519348000;0.0085844039;360;0.1385000000;1;Да
352;-6.7687669025;-6.7691497000;0.0003827975;80;0.0311000000;1;Да
353;-6.2341571835;-6.2357428000;0.0015856165;320;0.1344000000;1;Да
354;-6.1429773279;-6.1446212000;0.0016438721;600;0.2502000000;1;Да
355;-4.0986254918;-4.0987121000;0.0000866082;80;0.0334000000;1;Да
356;-6.6237104723;-6.6277699000;0.0040594277;240;0.1019000000;1;Да
357;-3.5354566880;-3.5418357000;0.0063790120;440;0.2006000000;1;Да
358;-4.7753086985;-4.7768861000;0.0015774015;360;0.1738000000;1;Да
359;-7.1458109989;-7.1479976000;0.0021866011;280;0.1059000000;1;Да
360;-5.0389883915;-5.0391410000;0.0001526085;80;0.0300000000;1;Да
361;-4.2437284880;-4.2441114000;0.0003829120;640;0.4081000000;1;Да
362;-4.1173391276;-4.1200995000;0.0027603724;80;0.0370000000;2;Да
363;-4.3079611868;-4.3084301000;0.0004689132;600;0.3146000000;1;Да
364;-4.0692951793;-4.0729796000;0.0036844207;440;0.3583000000;1;Да
365;-7.6349270305;-7.6349931000;0.0000660695;440;0.2317000000;1;Да
366;-5.6878601727;-5.6886341000;0.0007739273;240;0.1186000000;1;Да
367;-5.5414812718;-5.5417313000;0.0002500282;200;0.0817000000;1;Да
368;-5.1661280144;-5.1661280000;0.0000000144;400;0.1999000000;1;Да
369;-5.8477648067;-5.8482175000;0.0004526933;280;0.1984000000;1;Да
370;-5.8237000413;-5.8276401000;0.0039400587;440;0.1880000000;1;Да
371;-4.5870743004;-4.5880630000;0.0009886996;440;0.2322000000;1;Да
372;-3.6639558770;-3.6722128000;0.0082569230;400;0.2903000000;1;Да
373;-4.8373778415;-4.8379679000;0.0005900585;120;0.0934000000;1;Да
374;-5.5282838819;-5.5369853000;0.0087014181;360;0.1903000000;1;Да
375;-4.0083834230;-4.0122173000;0.0038338770;520;0.2458000000;1;Да
376;-5.3853871400;-5.3916210000;0.0062338600;120;0.0472000000;1;Да
377;-5.6799498126;-5.6805766000;0.0006267874;240;0.1016000000;1;Да
378;-4.3556541696;-4.3569491000;0.0012949304;280;0.1755000000;1;Да
379;-4.4640030177;-4.4681444000;0.0041413823;200;0.1538000000;1;Да
380;-6.3937426306;-6.3938818000;0.0001391694;200;0.1297000000;1;Да
381;-6.1201325344;-6.1203742000;0.0002416656;320;0.2948000000;1;Да
382;-3.3885221801;-3.3969295000;0.0084073199;320;0.1447000000;1;Да
383;-3.5722478329;-3.5737954000;0.0015475671;240;0.1152000000;1;Да
384;-4.9981451442;-5.0007461000;0.0026009558;80;0.0381000000;2;Да
385;-3.8884301289;-3.8969814000;0.0085512711;880;0.4238000000;1;Да
386;-4.8210353545;-4.8212760000;0.0002406455;80;0.0893000000;1;Да
387;-5.8913719617;-5.8914644000;0.0000924383;80;0.1144000000;1;Да
388;-4.2773227474;-4.2827046000;0.0053818526;480;0.3807000000;1;Да
389;-3.5108597890;-3.5130525000;0.0021927110;120;0.0732000000;1;Да
390;-3.8713373778;-3.8723557000;0.0010183222;240;0.1283000000;1;Да
391;-5.4395884745;-5.4427364000;0.0031479255;440;0.1768000000;1;Да
392;-3.9759183571;-3.9795341000;0.0036157429;80;0.0870000000;1;Да
393;-5.3212222451;-5.3235040000;0.0022817549;360;0.1712000000;1;Да
394;-4.7927928859;-4.7941895000;0.0013966141;360;0.1498000000;1;Да
395;-2.8160508480;-2.8165426000;0.0004917520;280;0.1121000000;1;Да
396;-5.6673164057;-5.6673590000;0.0000425943;560;0.2307000000;1;Да
397;-5.8120739177;-5.8121084000;0.0000344823;240;0.1020000000;1;Да
398;-6.1334232665;-6.1334599000;0.0000366335;200;0.0882000000;1;Да
399;-4.0562804700;-4.0578190000;0.0015385300;520;0.4636000000;1;Да
400;-7.4111884247;-7.4156965000;0.0045080753;640;0.2750000000;1;Да
401;-5.7435333063;-5.7497543000;0.0062209937;80;0.0356000000;1;Да
402;-5.0841466802;-5.0868738000;0.0027271198;240;0.1013000000;1;Да
403;-4.4723764752;-4.4794156000;0.0070391248;400;0.1498000000;1;Да
404;-3.9685510659;-3.9733161000;0.0047650341;200;0.0941000000;1;Да
405;-6.3504173592;-6.3504383000;0.0000209408;80;0.0404000000;1;Да
406;-4.5426639209;-4.5426692000;0.0000052791;160;0.0823000000;1;Да
407;-7.7774457860;-7.7806745000;0.0032287140;520;0.2566000000;1;Да
408;-5.3840080122;-5.3903467000;0.0063386878;480;0.2616000000;1;Да
409;-5.9669654686;-5.9705267000;0.0035612314;360;0.1681000000;1;Да
410;-3.0365489423;-3.0454354000;0.0088864577;1160;0.4610000000;2;Да
411;-4.3631013781;-4.3663394000;0.0032380219;80;0.0395000000;1;Да
412;-5.0305638313;-5.0396528000;0.0090889687;600;0.3008000000;1;Да
413;-3.7874435993;-3.7877363000;0.0002927007;400;0.2096000000;1;Да
414;-3.4728233688;-3.4762636000;0.0034402312;320;0.1395000000;1;Да
415;-4.5297234321;-4.5298093000;0.0000858679;440;0.2183000000;1;Да
416;-5.2679267878;-5.2679280000;0.0000012122;280;0.1350000000;1;Да
417;-5.1954626270;-5.2020221000;0.0065594730;200;0.1107000000;1;Да
418;-4.0647975244;-4.0662357000;0.0014381756;520;0.2666000000;1;Да
419;-4.1686042128;-4.1764735000;0.0078692872;600;0.3078000000;1;Да
420;-4.9846297398;-4.9854214000;0.0007916602;80;0.0453000000;1;Да
421;-6.2888712878;-6.2978041000;0.0089328122;440;0.3653000000;1;Да
422;-5.0838958583;-5.0884347000;0.0045388417;160;0.1183000000;1;Да
423;-3.5322329566;-3.5346366000;0.0024036434;400;0.2802000000;1;Да
424;-2.7413011445;-2.7449843000;0.0036831555;280;0.2399000000;1;Да
425;-3.0526187576;-3.0598592000;0.0072404424;480;0.2697000000;1;Да
426;-4.4527813879;-4.4551991000;0.0024177121;80;0.0508000000;1;Да
427;-4.3055982129;-4.3103864000;0.0047881871;120;0.0722000000;1;Да
428;-5.3977402771;-5.3995470000;0.0018067229;200;0.1714000000;1;Да
429;-6.2773984029;-6.2792404000;0.0018419971;80;0.0569000000;1;Да
430;-4.0743624340;-4.0837084000;0.0093459660;640;0.5838000000;1;Да
431;-4.6524181999;-4.6551666000;0.0027484001;320;0.2002000000;1;Да
432;-5.6400228621;-5.6419334000;0.0019105379;240;0.1899000000;1;Да
433;-5.5117749447;-5.5117763000;0.0000013553;520;0.4509000000;1;Да
434;-4.8920159935;-4.9006306000;0.0086146065;280;0.1910000000;1;Да
435;-5.2741877709;-5.2747755000;0.0005877291;840;0.7267000000;1;Да
436;-5.5617611201;-5.5624672000;0.0007060799;400;0.2443000000;1;Да
437;-6.6312609154;-6.6328734000;0.0016124846;80;0.0504000000;1;Да
438;-5.1139985541;-5.1202961000;0.0062975459;320;0.2024000000;1;Да
439;-6.9060505245;-6.9068468000;0.0007962755;480;0.3070000000;1;Да
440;-5.6161019014;-5.6217235000;0.0056215986;240;0.1395000000;1;Да
441;-5.6033020510;-5.6047419000;0.0014398490;160;0.0892000000;1;Да
442;-4.3139763597;-4.3222711000;0.0082947403;80;0.0447000000;1;Да
443;-3.9766678677;-3.9791197000;0.0024518323;640;0.3304000000;1;Да
444;-5.0719476509;-5.0787953000;0.0068476491;560;0.3042000000;1;Да
445;-6.7690669775;-6.7763379000;0.0072709225;560;0.2722000000;1;Да
446;-3.5737197988;-3.5739520000;0.0002322012;360;0.2180000000;1;Да
447;-4.2238890927;-4.2280617000;0.0041726073;80;0.0387000000;1;Да
448;-3.9382805589;-3.9428953000;0.0046147411;240;0.1158000000;1;Да
449;-4.6145380158;-4.6172896000;0.0027515842;400;0.1826000000;1;Да
450;-4.2242167869;-4.2260375000;0.0018207131;400;0.2037000000;1;Да
451;-5.2693408954;-5.2694019000;0.0000610046;80;0.0779000000;1;Да
452;-4.3133481634;-4.3135291000;0.0001809366;480;0.2087000000;1;Да
453;-7.2094036423;-7.2096907000;0.0002870577;400;0.3585000000;1;Да
454;-6.3066816382;-6.3069995000;0.0003178618;400;0.1738000000;1;Да
455;-5.1181867635;-5.1207855000;0.0025987365;560;0.4995000000;1;Да
456;-4.1075305940;-4.1110428000;0.0035122060;200;0.0843000000;1;Да
457;-6.3786825794;-6.3787463000;0.0000637206;520;0.2112000000;1;Да
458;-3.2705178941;-3.2733944000;0.0028765059;320;0.1368000000;1;Да
459;-3.8830220260;-3.8855521000;0.0025300740;240;0.0940000000;1;Да
460;-2.4298136219;-2.4336757000;0.0038620781;440;0.1673000000;1;Да
461;-3.8243324225;-3.8324833000;0.0081508775;360;0.1479000000;1;Да
462;-4.7161784396;-4.7171566000;0.0009781604;80;0.0386000000;3;Да
463;-5.8111242514;-5.8195450000;0.0084207486;560;0.2941000000;1;Да
464;-3.5687984616;-3.5752405000;0.0064420384;120;0.1780000000;1;Да
465;-3.6181708392;-3.6183439000;0.0001730608;320;0.1782000000;1;Да
466;-6.0229182737;-6.0257191000;0.0028008263;200;0.2250000000;1;Да
467;-3.0707468179;-3.0716908000;0.0009439821;360;0.3017000000;1;Да
468;-3.3780118918;-3.3795757000;0.0015638082;240;0.1891000000;1;Да
469;-5.3435197973;-5.3447423000;0.0012225027;160;0.1434000000;1;Да
470;-4.7246313022;-4.7257923000;0.0011609978;80;0.0781000000;1;Да
471;-3.9303332356;-3.9303337000;0.0000004644;80;0.0369000000;2;Да
472;-5.4722681493;-5.4724865000;0.0002183507;80;0.1403000000;1;Да
473;-4.6850882078;-4.6862083000;0.0011200922;360;0.3432000000;1;Да
474;-4.7183952036;-4.7269223000;0.0085270964;280;0.1828000000;1;Да
475;-3.9664398520;-3.9714438000;0.0050039480;320;0.2381000000;1;Да
476;-5.2623585672;-5.2692385000;0.0068799328;560;0.3395000000;1;Да
477;-4.2437385755;-4.2438711000;0.0001325245;160;0.0935000000;1;Да
478;-4.5927062058;-4.5987752000;0.0060689942;480;0.3973000000;1;Да
479;-4.3055447911;-4.3087861000;0.0032413089;360;0.2028000000;1;Да
480;-4.8415361760;-4.8450249000;0.0034887240;560;0.2712000000;1;Да
481;-5.1692557500;-5.1750115000;0.0057557500;480;0.3528000000;1;Да
482;-4.1876377555;-4.1953870000;0.0077492445;240;0.1881000000;1;Да
483;-3.1385868803;-3.1386407000;0.0000538197;240;0.1797000000;1;Да
484;-7.3239260865;-7.3255468000;0.0016207135;120;0.0749000000;1;Да
485;-5.5850610645;-5.5852421000;0.0001810355;600;0.3774000000;1;Да
486;-3.6000112172;-3.6088867000;0.0088754828;80;0.0901000000;1;Да
487;-4.4862402544;-4.4870562000;0.0008159456;440;0.2899000000;1;Да
488;-5.1494763636;-5.1580039000;0.0085275364;320;0.2394000000;1;Да
489;-4.5098182329;-4.5181699000;0.0083516671;160;0.1540000000;1;Да
490;-3.7157631858;-3.7204582000;0.0046950142;200;0.2264000000;1;Да
491;-5.6102647616;-5.6139895000;0.0037247384;200;0.2319000000;1;Да
492;-5.4967421788;-5.5024325000;0.0056903212;160;0.1360000000;1;Да
493;-4.9348766124;-4.9427959000;0.0079192876;440;0.3786000000;1;Да
494;-4.2500703685;-4.2518936000;0.0018232315;80;0.0536000000;1;Да
495;-6.1442762581;-6.1496233000;0.0053470419;400;0.4065000000;1;Да
496;-3.9557532979;-3.9572663000;0.0015130021;200;0.1854000000;1;Да
497;-5.3924945461;-5.3996711000;0.0071765539;600;0.5185000000;1;Да
498;-5.6643288076;-5.6643526000;0.0000237924;240;0.3102000000;1;Да
499;-4.8454900215;-4.8455025000;0.0000124785;80;0.0757000000;1;Да
500;-5.1092955067;-5.1135800000;0.0042844933;600;0.4461000000;1;Да
501;-3.6551218982;-3.6563015000;0.0011796018;400;0.3519000000;1;Да
502;-5.5170956758;-5.5174364000;0.0003407242;480;0.3849000000;1;Да
503;-4.3173542994;-4.3187477000;0.0013934006;560;0.3728000000;1;Да
504;-4.1812194475;-4.1829725000;0.0017530525;680;0.7296000000;1;Да
505;-4.9326398975;-4.9382996000;0.0056597025;80;0.0528000000;1;Да
506;-5.3021345794;-5.3022828000;0.0001482206;520;0.8525000000;1;Да
507;-5.0906178798;-5.0981818000;0.0075639202;240;0.2022000000;1;Да
508;-3.3698935342;-3.3749196000;0.0050260658;560;0.2239000000;1;Да
509;-3.9687011186;-3.9718150000;0.0031138814;560;0.2155000000;1;Да
510;-4.8512478905;-4.8538583000;0.0026104095;80;0.0573000000;1;Да
511;-2.9452071760;-2.9538975000;0.0086903240;160;0.0661000000;1;Да
512;-4.9685599519;-4.9686865000;0.0001265481;280;0.1062000000;1;Да
513;-7.6804302716;-7.6860461000;0.0056158284;680;0.2672000000;1;Да
514;-2.8172797291;-2.8177601000;0.0004803709;80;0.0329000000;1;Да
515;-4.2314498214;-4.2315357000;0.0000858786;240;0.1056000000;1;Да
516;-5.3193852101;-5.3193878000;0.0000025899;240;0.0971000000;1;Да
517;-6.1857608083;-6.1933643000;0.0076034917;280;0.1089000000;1;Да
518;-5.7979115604;-5.8009928000;0.0030812396;520;0.2215000000;1;Да
519;-4.6485250291;-4.6564890000;0.0079639709;160;0.0643000000;1;Да
520;-5.2476174725;-5.2565290000;0.0089115275;280;0.1138000000;1;Да
521;-5.7019170057;-5.7019450000;0.0000279943;200;0.0774000000;1;Да
522;-4.4933724814;-4.4934499000;0.0000774186;880;0.3367000000;1;Да
523;-3.6085186036;-3.6089937000;0.0004750964;120;0.0601000000;1;Да
524;-3.3296827952;-3.3297910000;0.0001082048;520;0.1985000000;1;Да
525;-5.1132885470;-5.1152306000;0.0019420530;640;0.2473000000;1;Да
526;-4.1481832330;-4.1499239000;0.0017406670;440;0.1797000000;1;Да
527;-5.4013142025;-5.4076037000;0.0062894975;160;0.0862000000;1;Да
528;-4.7191405034;-4.7236099000;0.0044693966;440;0.2490000000;1;Да
529;-6.4001577010;-6.4020356000;0.0018778990;80;0.0435000000;1;Да
530;-3.9620386776;-3.9664759000;0.0044372224;520;0.2512000000;1;Да
531;-4.0337881497;-4.0337907000;0.0000025503;120;0.0451000000;1;Да
532;-7.3540021615;-7.3614962000;0.0074940385;80;0.0295000000;1;Да
533;-4.9104408990;-4.9187812000;0.0083403010;640;0.2373000000;1;Да
534;-4.1547424492;-4.1568312000;0.0020887508;160;0.0597000000;1;Да
535;-4.0348278580;-4.0359259000;0.0010980420;160;0.0596000000;1;Да
536;-5.8190173007;-5.8190559000;0.0000385993;440;0.1715000000;1;Да
537;-4.8828040556;-4.8829561000;0.0001520444;160;0.0602000000;1;Да
538;-4.4452924293;-4.4502449000;0.0049524707;760;0.2690000000;1;Да
539;-4.0443414004;-4.0443792000;0.0000377996;200;0.0731000000;1;Да
540;-5.5258023153;-5.5262716000;0.0004692847;120;0.0439000000;1;Да
541;-4.0988815448;-4.1007452000;0.0018636552;240;0.0899000000;1;Да
542;-5.0233142703;-5.0313134000;0.0079991297;80;0.0299000000;1;Да
543;-4.6045773593;-4.6056712000;0.0010938407;520;0.1890000000;1;Да
544;-6.4193384289;-6.4287329000;0.0093944711;80;0.0398000000;1;Да
545;-3.2107318334;-3.2112216000;0.0004897666;280;0.1071000000;1;Да
546;-4.1290845104;-4.1294984000;0.0004138896;560;0.2087000000;1;Да
547;-3.0385607604;-3.0427021000;0.0041413396;480;0.1847000000;1;Да
548;-6.7227826024;-6.7230238000;0.0002411976;320;0.1179000000;1;Да
549;-7.6565883826;-7.6593056000;0.0027172174;120;0.0435000000;1;Да
550;-4.7709221859;-4.7711447000;0.0002225141;120;0.0440000000;1;Да
551;-4.9959066461;-4.9985542000;0.0026475539;280;0.1054000000;1;Да
552;-5.2248088643;-5.2296685000;0.0048596357;160;0.0609000000;1;Да
553;-6.0414439767;-6.0446673000;0.0032233233;480;0.1891000000;1;Да
554;-4.9092458460;-4.9094130000;0.0001671540;480;0.1820000000;1;Да
555;-4.9807010496;-4.9837458000;0.0030447504;80;0.0594000000;1;Да
556;-7.6534950168;-7.6536312000;0.0001361832;280;0.1062000000;1;Да
557;-3.2554761756;-3.2564166000;0.0009404244;120;0.0933000000;1;Да
558;-4.8099518830;-4.8167897000;0.0068378170;320;0.1802000000;1;Да
559;-5.5456458559;-5.5456611000;0.0000152441;440;0.1910000000;1;Да
560;-5.2424029584;-5.2426300000;0.0002270416;120;0.0514000000;1;Да
561;-5.2641215792;-5.2663236000;0.0022020208;480;0.1971000000;1;Да
562;-5.1683312787;-5.1710520000;0.0027207213;80;0.0308000000;1;Да
563;-4.4015403445;-4.4016615000;0.0001211555;600;0.2175000000;1;Да
564;-3.0333406583;-3.0396039000;0.0062632417;280;0.1049000000;1;Да
565;-5.3344311438;-5.3437906000;0.0093594562;320;0.1180000000;1;Да
566;-5.8652487438;-5.8659233000;0.0006745562;320;0.1245000000;1;Да
567;-4.8886156295;-4.8896252000;0.0010095705;480;0.1789000000;1;Да
568;-3.7633279845;-3.7633291000;0.0000011155;240;0.0873000000;1;Да
569;-5.2420088417;-5.2495127000;0.0075038583;320;0.1164000000;1;Да
570;-7.6133669784;-7.6197050000;0.0063380216;240;0.0855000000;1;Да
571;-5.1404763595;-5.1406762000;0.0001998405;360;0.1203000000;1;Да
572;-5.7409608385;-5.7440917000;0.0031308615;520;0.1898000000;1;Да
573;-3.7613963829;-3.7648026000;0.0034062171;160;0.0588000000;1;Да
574;-4.7531347183;-4.7533461000;0.0002113817;360;0.1374000000;1;Да
575;-5.6481148886;-5.6534394000;0.0053245114;760;0.2734000000;1;Да
576;-5.2804163418;-5.2804163000;0.0000000418;480;0.1824000000;1;Да
577;-4.9054795435;-4.9056017000;0.0001221565;560;0.2036000000;1;Да
578;-3.6308832399;-3.6308832000;0.0000000399;640;0.2281000000;1;Да
579;-5.6159565606;-5.6219989000;0.0060423394;560;0.2017000000;1;Да
580;-6.3030037528;-6.3077316000;0.0047278472;240;0.0981000000;1;Да
581;-4.4314625317;-4.4383763000;0.0069137683;320;0.1177000000;1;Да
582;-4.8097180484;-4.8152165000;0.0054984516;240;0.0915000000;1;Да
583;-4.8546961966;-4.8585046000;0.0038084034;160;0.0600000000;1;Да
584;-3.2129147969;-3.2206659000;0.0077511031;320;0.1173000000;1;Да
585;-3.9841453437;-3.9841918000;0.0000464563;120;0.0450000000;1;Да
586;-5.2511856508;-5.2512402000;0.0000545492;80;0.0296000000;1;Да
587;-4.6676785942;-4.6685688000;0.0008902058;80;0.0300000000;1;Да
588;-3.2492088403;-3.2494889000;0.0002800597;640;0.3367000000;1;Да
589;-4.5383924662;-4.5427584000;0.0043659338;560;0.2404000000;1;Да
590;-5.1540526863;-5.1561549000;0.0021022137;240;0.0957000000;1;Да
591;-3.8542492662;-3.8549565000;0.0007072338;480;0.2126000000;1;Да
592;-4.3405736158;-4.3456928000;0.0051191842;160;0.0612000000;1;Да
593;-4.2964988243;-4.2985077000;0.0020088757;80;0.0299000000;1;Да
594;-3.9304129884;-3.9306153000;0.0002023116;400;0.1426000000;1;Да
595;-4.6743233923;-4.6767795000;0.0024561077;400;0.1494000000;1;Да
596;-4.7316106361;-4.7319825000;0.0003718639;320;0.1179000000;1;Да
597;-6.6293745396;-6.6301598000;0.0007852604;280;0.0998000000;1;Да
598;-4.0824354086;-4.0835677000;0.0011322914;360;0.1366000000;1;Да
599;-5.4687672971;-5.4714274000;0.0026601029;200;0.0759000000;1;Да
600;-4.2075502833;-4.2170557000;0.0095054167;440;0.1772000000;1;Да
601;-6.2820482790;-6.2822761000;0.0002278210;80;0.0322000000;1;Да
602;-6.5614405412;-6.5614847000;0.0000441588;200;0.1543000000;1;Да
603;-4.9148050046;-4.9165680000;0.0017629954;440;0.3675000000;1;Да
604;-5.3739824293;-5.3755625000;0.0015800707;360;0.3170000000;1;Да
605;-4.2415316085;-4.2430330000;0.0015013915;280;0.1927000000;1;Да
606;-3.5051953335;-3.5083568000;0.0031614665;440;0.3570000000;1;Да
607;-6.8019310287;-6.8077335000;0.0058024713;680;0.5954000000;1;Да
608;-7.9931822810;-7.9952841000;0.0021018190;120;0.1008000000;1;Да
609;-4.7951464193;-4.7952800000;0.0001335807;80;0.0370000000;1;Да
610;-2.6573510159;-2.6604373000;0.0030862841;80;0.0334000000;1;Да
611;-4.5636692194;-4.5715846000;0.0079153806;80;0.0344000000;1;Да
612;-3.4028053694;-3.4110786000;0.0082732306;480;0.1992000000;1;Да
613;-4.7142311585;-4.7219699000;0.0077387415;360;0.1476000000;1;Да
614;-5.1117146201;-5.1153740000;0.0036593799;360;0.1691000000;1;Да
615;-6.6313837437;-6.6365014000;0.0051176563;240;0.2525000000;1;Да
616;-6.3291731135;-6.3298518000;0.0006786865;280;0.2862000000;1;Да
617;-6.5687781397;-6.5722405000;0.0034623603;520;0.5759000000;1;Да
618;-5.9904059255;-5.9915809000;0.0011749745;400;0.4454000000;1;Да
619;-4.8651690967;-4.8651841000;0.0000150033;80;0.0486000000;1;Да
620;-5.2937350181;-5.2946877000;0.0009526819;80;0.0928000000;1;Да
621;-5.2141098146;-5.2143437000;0.0002338854;520;0.3325000000;1;Да
622;-6.4798734284;-6.4837093000;0.0038358716;80;0.0648000000;1;Да
623;-3.5264427197;-3.5275358000;0.0010930803;240;0.1488000000;1;Да
624;-3.2639862625;-3.2646181000;0.0006318375;360;0.2169000000;1;Да
625;-3.0295071232;-3.0303184000;0.0008112768;320;0.1542000000;1;Да
626;-4.5873706886;-4.5967309000;0.0093602114;80;0.0560000000;1;Да
627;-4.0945923728;-4.0978479000;0.0032555272;320;0.2641000000;1;Да
628;-4.4281328140;-4.4283832000;0.0002503860;520;0.1784000000;1;Да
629;-4.1238797176;-4.1320750000;0.0081952824;280;0.1160000000;1;Да
630;-5.1933270501;-5.1991276000;0.0058005499;400;0.1627000000;1;Да
631;-4.8640715248;-4.8669498000;0.0028782752;320;0.1142000000;1;Да
632;-5.4998174954;-5.5032840000;0.0034665046;320;0.1515000000;1;Да
633;-6.0467506185;-6.0483367000;0.0015860815;120;0.0530000000;1;Да
634;-5.1268359747;-5.1274097000;0.0005737253;240;0.1044000000;1;Да
635;-6.3600131114;-6.3613984000;0.0013852886;440;0.1763000000;1;Да
636;-5.5818949081;-5.5861423000;0.0042473919;80;0.0316000000;1;Да
637;-4.8209312041;-4.8215763000;0.0006450959;200;0.0775000000;1;Да
638;-4.1213044485;-4.1239707000;0.0026662515;80;0.0359000000;1;Да
639;-4.5698364857;-4.5788742000;0.0090377143;560;0.2183000000;1;Да
640;-6.2142698133;-6.2181120000;0.0038421867;400;0.2675000000;1;Да
641;-4.3779079768;-4.3837041000;0.0057961232;720;0.3506000000;1;Да
642;-4.2253482482;-4.2271694000;0.0018211518;320;0.1925000000;1;Да
643;-3.8794132081;-3.8794754000;0.0000621919;360;0.3094000000;1;Да
644;-6.0895965417;-6.0986729000;0.0090763583;600;0.2334000000;1;Да
645;-3.2840819461;-3.2903727000;0.0062907539;280;0.1501000000;1;Да
646;-6.4238319122;-6.4250376000;0.0012056878;560;0.4107000000;1;Да
647;-5.1023835773;-5.1094081000;0.0070245227;600;0.2507000000;1;Да
648;-4.0324497848;-4.0404857000;0.0080359152;520;0.3149000000;1;Да
649;-4.6798104220;-4.6839729000;0.0041624780;120;0.0517000000;1;Да
650;-5.0266346099;-5.0290516000;0.0024169901;80;0.0455000000;1;Да
651;-3.7265459319;-3.7358458000;0.0092998681;120;0.0497000000;1;Да
652;-5.6675021417;-5.6682473000;0.0007451583;120;0.0493000000;1;Да
653;-3.5235111674;-3.5237331000;0.0002219326;200;0.1945000000;1;Да
654;-3.8728116726;-3.8733963000;0.0005846274;280;0.1099000000;1;Да
655;-5.9353412350;-5.9358419000;0.0005006650;120;0.0505000000;1;Да
656;-4.9657021843;-4.9683181000;0.0026159157;160;0.0693000000;1;Да
657;-4.2493436257;-4.2497301000;0.0003864743;720;0.3389000000;1;Да
658;-4.3476590493;-4.3501676000;0.0025085507;80;0.1053000000;1;Да
659;-5.1485370990;-5.1524061000;0.0038690010;400;0.1758000000;1;Да
660;-4.7671416562;-4.7699371000;0.0027954438;80;0.0345000000;1;Да
661;-5.2943356364;-5.2943396000;0.0000039636;520;0.2285000000;1;Да
662;-5.4405401020;-5.4429048000;0.0023646980;680;0.3271000000;1;Да
663;-6.6896768182;-6.6929176000;0.0032407818;80;0.0656000000;1;Да
664;-5.7816022159;-5.7892996000;0.0076973841;440;0.1888000000;1;Да
665;-4.8501659945;-4.8502627000;0.0000967055;80;0.0843000000;1;Да
666;-4.4590105149;-4.4619471000;0.0029365851;480;0.2295000000;1;Да
667;-5.4479789410;-5.4483545000;0.0003755590;400;0.1719000000;1;Да
668;-5.0140196079;-5.0140658000;0.0000461921;280;0.1790000000;1;Да
669;-5.2875752751;-5.2920537000;0.0044784249;80;0.0395000000;1;Да
670;-5.9944088223;-6.0037139000;0.0093050777;280;0.1263000000;1;Да
671;-5.3576336774;-5.3658246000;0.0081909226;160;0.1093000000;1;Да
672;-5.5993536260;-5.6039100000;0.0045563740;680;0.3989000000;1;Да
673;-1.7618279476;-1.7635782000;0.0017502524;120;0.0929000000;1;Да
674;-4.0347511086;-4.0392795000;0.0045283914;360;0.1906000000;2;Да
675;-5.3129741460;-5.3138774000;0.0009032540;560;0.3313000000;1;Да
676;-4.8361454946;-4.8439148000;0.0077693054;680;0.3022000000;1;Да
677;-4.1825380810;-4.1867089000;0.0041708190;80;0.0369000000;1;Да
678;-4.9243843502;-4.9245117000;0.0001273498;280;0.1162000000;1;Да
679;-5.1994842448;-5.2003114000;0.0008271552;160;0.0686000000;1;Да
680;-5.7064493959;-5.7075014000;0.0010520041;240;0.1072000000;1;Да
681;-4.0496812834;-4.0553522000;0.0056709166;240;0.0935000000;1;Да
682;-4.0836822086;-4.0837358000;0.0000535914;480;0.1875000000;1;Да
683;-4.4262661047;-4.4275724000;0.0013062953;640;0.2458000000;1;Да
684;-5.5856152912;-5.5866846000;0.0010693088;440;0.2113000000;1;Да
685;-3.5237725812;-3.5273269000;0.0035543188;80;0.0324000000;1;Да
686;-3.3588053688;-3.3658266000;0.0070212312;160;0.0686000000;1;Да
687;-3.5507202199;-3.5532050000;0.0024847801;200;0.0884000000;1;Да
688;-7.1858323419;-7.1859186000;0.0000862581;520;0.2028000000;1;Да
689;-3.7130927139;-3.7140794000;0.0009866861;360;0.1575000000;1;Да
690;-4.5822373805;-4.5825721000;0.0003347195;240;0.0902000000;1;Да
691;-5.6503188411;-5.6557011000;0.0053822589;400;0.1512000000;1;Да
692;-3.8300298238;-3.8380295000;0.0079996762;160;0.0631000000;1;Да
693;-4.1895329344;-4.1911847000;0.0016517656;600;0.2349000000;1;Да
694;-5.3951780626;-5.4020788000;0.0069007374;280;0.1587000000;1;Да
695;-3.8747765711;-3.8758328000;0.0010562289;520;0.1972000000;1;Да
696;-3.3052789454;-3.3053322000;0.0000532546;400;0.1538000000;1;Да
697;-4.7005446554;-4.7083022000;0.0077575446;80;0.0291000000;1;Да
698;-5.1888647075;-5.1909494000;0.0020846925;680;0.2545000000;1;Да
699;-4.5015684198;-4.5016602000;0.0000917802;160;0.0640000000;1;Да
700;-5.7122232519;-5.7136673000;0.0014440481;80;0.0320000000;1;Да
701;-6.7683743609;-6.7694261000;0.0010517391;80;0.0454000000;1;Да
702;-4.8122994206;-4.8188043000;0.0065048794;320;0.1212000000;1;Да
703;-3.2181223244;-3.2275594000;0.0094370756;280;0.1074000000;1;Да
704;-4.1357028356;-4.1358683000;0.0001654644;480;0.2634000000;1;Да
705;-3.6057458866;-3.6074724000;0.0017265134;400;0.1500000000;1;Да
706;-4.6040517380;-4.6062006000;0.0021488620;80;0.0400000000;1;Да
